Source,Target,Weight
"person:babar xi","person:enternating",1
"other:allah","other:world cup🏏 green caps",1
"person:wade 🥲🤣🤣","place:pakistan",1
"person:rizwan","person:🇵🇰 coach mathew hayden",3
"person:babar","person:malik bhai",1
"person:malik bhai","person:rizwan",1
"person:malik bhai","person:shadab",1
"person:malik bhai","person:shaheen",1
"person:gunlet","place:australia",1
"organization:ind","person:babar",1
"organization:ind","person:shaheen afridi",1
"organization:ind","product:6s",1
"person:babar","product:6s",1
"person:aisa","place:north korea",1
"person:mathew wade","person:padma bhushan",1
"person:diwali","place:australia",1
"person:hasan ali","person:m. wade",1
"organization:ipl","person:mr. wade",1
"person:shaheen shah afridi","place:islamabad",1
"person:bazid khan","place:india",1
"person:hasan ali","person:marcus",1
"person:shaheen shah afridi","place:new zealand",1
"person:kohli kl","person:pakistanis",1
"person:kohli kl","person:rohit",1
"person:kohli kl","person:shaheen afridi",1
"person:kohli kl","place:pakistan",1
"person:pakistanis","person:rohit",1
"organization:east india company","person:matthew wade",1
"person:hasan ali","person:stokes",1
"person:pakistan🤣","place:england",1
"person:hassan ali","person:saed ajmal",1
"person:mitchell starc le wade","person:saheen afridi",1
"person:mitchell starc le wade","place:pakistan",1
"person:kholi","person:rahul",2
"person:kholi","person:rohit",2
"person:kholi","person:shaheen afridi",2
"person:kholi","person:wade",2
"person:matthew wade","person:simon doull",1
"person:wade gadu","place:india",1
"person:hasan ali","person:pooooooooooooooorrrr hassan ali",1
"person:david warner","person:mathem wade",1
"person:mathem wade","place:australia",1
"person:mathem wade","place:pakistan",1
"person:wade bhaiya","place:karachi",1
"person:mahew wade","place:australia",1
"person:mahew wade","place:pakistan",1
"person:matthew","person:paisa",1
"person:paisa","place:australia",1
"person:aamir","person:waqar",1
"person:39of","person:babar azam",1
"person:barbara","person:rizwan",1
"person:barbara","place:australia",1
"person:barbara","place:pakistan",1
"person:knock wade","person:warner",1
"person:fakhar","person:shoaib",1
"person:matthew wade","person:shahin shah afridi",2
"person:shahid afridi","person:shahin shah afridi",1
"person:shahin shah afridi","place:pakistan",2
"person:hussey","person:shaheen shah",1
"person:saeed ajmal","person:shaheen shah",1
"person:shaheen shah","person:wade",2
"person:shaheen shah","place:australia",2
"other:khair hogaye","place:pakistan",1
"person:dawid bhai","person:wade",1
"person:dawid bhai","place:islamabad",1
"person:wade","place:islamabad",1
"person:sania mizra","place:india",1
"person:shaheenshah afridi","person:wade",1
"person:maddur wade","person:masala wade",1
"person:maddur wade","person:matthew wade",1
"person:maddur wade","person:uddin wade",1
"person:maddur wade","person:wade pav",1
"person:masala wade","person:matthew wade",1
"person:masala wade","person:uddin wade",1
"person:masala wade","person:wade pav",1
"person:matthew wade","person:uddin wade",1
"person:matthew wade","person:wade pav",1
"person:uddin wade","person:wade pav",1
"person:matthew wade","person:ms dhoni",2
"organization:aussies","organization:team australia",1
"person:indians","place:australia",1
"organization:indian team","organization:nz",1
"organization:aussie","person:mathew wade",1
"organization:aussie","person:shaheen afridi",1
"organization:","person:wade",1
"person:matthew wade","person:medu wade",1
"person:ki baja","person:wade",1
"person:dil jeet","place:pakistan",1
"person:marcus stonis","place:pakistan",1
"organization:pakistan","place:mumbai",1
"organization:aussies","place:aus",1
"person:misbah-ul-haq","person:wade",2
"organization:pakistan","organization:welldone pakistan",1
"organization:welldone pakistan","other:allah",1
"place:balochistan","place:sindh",1
"place:australia","place:indian ocean",1
"place:china","place:indian ocean",1
"place:indian ocean","place:pakistan",1
"other:we shall lose","person:hassan ali",1
"organization:pakistan","person:sharjeel khan",1
"person:rizwan","person:sharjeel khan",1
"person:sharjeel khan","place:pakistan",1
"organization:afghanistan","place:dubai airport",1
"organization:puncture shop","person:hasan",1
"other:god","person:ariel",1
"other:god","person:pakistanis",1
"other:god","place:afghanistan",1
"person:ariel","person:pakistanis",1
"person:ariel","place:afghanistan",1
"person:pakistanis","place:afghanistan",2
"organization:australia team","place:pakistan",1
"other:ipl draft","person:mathew wade",1
"person:pakistan ka gunehgar","place:final🤩",1
"person:turnament","place:pakistan",1
"other:quran","person:matthew hayden",1
"organization:🇵🇰 pakistan","person:hassan ali",1
"organization:🇵🇰 pakistan","person:shaheen afridi",1
"person:mattew wade","person:shaheen",1
"organization:super 12s","place:pakistan",1
"person:matthew wade","person:zabardast phaintaa",1
"person:zabardast phaintaa","place:australia",1
"person:asif","person:aus",1
"person:asif","person:pak",3
"organization:australia","organization:australia beat pakistan",1
"organization:australia","organization:wade",1
"organization:australia beat pakistan","organization:wade",1
"place:india","place:pune",1
"person:hassan ali","place:pakistan aussies",1
"person:agent hasan ali","place:india",1
"person:hassan","person:misbah scoop",1
"other:allah","person:muhammad rhizwan",1
"person:dinda pace","person:hassan ali",1
"person:blackcaps","place:new zealand",1
"organization:ipl","person:stoinis",3
"person:babar azam","person:shaheed",1
"person:mohammad rizwan","person:shaheed",1
"organization:indians","person:paxtan",1
"person:paxtan","place:india",1
"person:jimmy","person:marcus",1
"person:jimmy","person:mitchell",3
"person:marcus","person:mitchell",1
"person:babar","person:rizu bhai",1
"organization:green team","place:australia",2
"other:allah","person:shaik rashid",1
"person:shaik rashid","place:australia",1
"person:shaik rashid","place:pakistan",1
"organization:aussies","person:mr wade",1
"person:lucknow ipl","person:marcus stoinis",1
"person:lucknow ipl","person:mathew wade",1
"person:lucknow ipl","place:ahmedabad",1
"person:marcus stoinis","place:ahmedabad",1
"person:mathew wade","place:ahmedabad",1
"organization:bcci","organization:stonis",1
"organization:bcci","person:mathew",1
"organization:stonis","person:mathew",1
"organization:stonis","place:australia",1
"organization:stonis","place:pakistan",1
"person:mathew","place:australia",2
"person:mathew","place:pakistan",2
"person:hasaan ali","person:stoinis",1
"person:hasaan ali","person:wade",1
"organization:aussies","person:shandaar",1
"person:hulk","person:mathew wade",1
"organization:aus","person:shaheen",1
"other:god","person:pak",4
"person:padma shri","person:stoinis",1
"person:padma shri","person:wade",2
"organization:pakistan","person:wadey",1
"person:hasan ali","person:nikaah halala",1
"person:nikaah halala","place:pakistan",1
"person:hassan","place:aus",1
"person:islam le waqar younis","person:le fawad chaudhary",1
"person:islam le waqar younis","person:shoaib akhtar",1
"person:le fawad chaudhary","person:shoaib akhtar",1
"person:dekhain bhai","place:pakistan",1
"place:islamabaad airport","place:pakistan",1
"person:pak","person:🥳 ausies",1
"other:coinbase speed chess championship","person:alexander grischuk",1
"other:coinbase speed chess championship","person:nihal sarin",1
"other:coinbase speed chess championship","place:australia",1
"other:coinbase speed chess championship","place:pakistan",1
"person:alexander grischuk","person:nihal sarin",1
"person:alexander grischuk","place:australia",1
"person:alexander grischuk","place:pakistan",1
"person:nihal sarin","place:australia",1
"person:nihal sarin","place:pakistan",1
"person:jadega","person:pandya",1
"organization:australia","person:stoines",1
"person:stoines","person:wade",1
"person:imran khan","place:china",2
"person:randians","place:australia",1
"person:babar azam","person:babar azam hassan ali",1
"person:le pakistanis","person:stoinis",1
"person:le pakistanis","person:wade",1
"person:dil toots","place:australia",1
"person:babar azam","person:farhat",1
"organization:tasman","place:pakistan",1
"person:hassan ali","person:imran niazi",1
"organization:ind","person:hulk",1
"organization:ind","place:australia",2
"organization:nz","person:hulk",1
"person:hulk","place:australia",1
"person:hasan ali","person:williamson",1
"person:bharat ratna","person:marcus stoinis",1
"person:cristiano ronaldo","person:matthew wade",1
"person:hasan","person:wct20",1
"person:wade","person:wct20",1
"person:bharat ratna","place:australia",1
"person:hasan ali","person:pakistani jo",1
"person:pakistani jo","place:india",1
"person:rahat","person:shadab",1
"person:baber azam","person:hassan ali",1
"person:ben stokes","person:pak",1
"place:australia pakistan","place:pakistan",2
"person:mr. hasanaali","person:stoinis",1
"person:mr. hasanaali","person:wade",1
"organization:pakistan team","place:pakistan pakistan zindabad",1
"place:beijing","place:pakistan",1
"person:","person:daniel",1
"person:hasan ali","person:shoaib akhtar",2
"person:pakisthan","person:shaheen afridi",1
"person:afridi","person:skipper",1
"person:rizwan","person:skipper",1
"person:king 🤣","person:kohli",1
"person:endia","person:paxtan",1
"other:true champions","person:mathew wade",1
"organization:pakistan","person:shah shaheen afridi",1
"person:shah shaheen afridi","place:india",1
"organization:wi","person:hassan ali",1
"organization:wi","person:roach",1
"person:hassan ali","person:roach",1
"person:hasan","person:lala k damaad",1
"person:kangroos","person:pak",1
"person:hasan ali jani","place:pakistan",1
"person:inglis","person:matthew wade",1
"person:inglis","person:wade",1
"organization:nasa","place:mars",2
"person:m. wade","person:pakistanis",1
"organization:india","person:babar azam",1
"person:hassan ali 🤨🤨🤨🤨🤨","place:pakistan",1
"organization:aussies","person:marcus",1
"person:jimmy","person:matthew wade",1
"person:babar","person:shaddy",1
"person:fakhar","person:shaddy",1
"person:rizwan","person:shaddy",1
"person:wade bhai","place:karachi",1
"person:wade bhai","place:pakistan",1
"organization:aussies","organization:nz nz",1
"organization:nz nz","person:wade",1
"person:afridi","person:zanat",1
"person:wade","person:zanat",1
"person:zanat","place:pakistan",1
"person:captain shaheen","person:major hassan",1
"organization:bcci","person:pakistanis",1
"other:semi final 2","place:australia",1
"other:semi final 2","place:pakistan",1
"organization:aussies","organization:pacers",1
"organization:aus","organization:pakistan team",1
"organization:pakistan team","person:pak",1
"person:husaan ali","person:wade",1
"person:husaan ali","person:wade afridi",1
"person:wade","person:wade afridi",1
"organization:england","organization:pak vs england",1
"organization:england","person:ozzie",1
"organization:pak vs england","organization:pakistan",1
"organization:pak vs england","person:ozzie",1
"organization:pak vs england","place:australia",1
"organization:pakistan","person:ozzie",1
"person:ozzie","place:australia",1
"person:panoti","place:pakistan",1
"person:glenn maxwell🤩","person:hassan ali",1
"person:glenn maxwell🤩","place:australia",1
"person:jadeja","person:shaheen",1
"person:jadeja","person:wade sahab",1
"person:shaheen","person:wade sahab",1
"place:lucknow","place:pakistan",1
"person:malinga","person:shaheen",1
"organization:pakistan","person:stoinic",1
"person:stoinic","person:wade",1
"place:australia","place:ca",1
"place:ca","place:pakistan",1
"place:australia","place:doon valley",1
"place:doon valley","place:pakistan",1
"organization:nz","person:mitchel",1
"person:mitchel","person:stoinis",1
"person:hasan asif ali","person:imad",1
"person:ajmal","person:hassan ali. ausi",1
"person:happieeness","place:australia",1
"person:happieeness","place:pakistan",1
"person:pakistani","person:warner",2
"person:mathew wade","person:waqar",1
"person:waqar","place:australia",1
"person:matthew wade","place:bigbash",1
"person:babar11","person:hassan ali",1
"person:babar11","place:pakistan",1
"person:matthew wade","person:neesham",1
"person:pak","place:pindi",1
"person:wade","place:pindi",1
"person:lanat","person:shaheen shah afridi",1
"organization:1ovr","person:wade",1
"person:babar rizwan","person:hasan ali",1
"person:hulk stoinis","person:wade",1
"person:akash","person:hassan",1
"person:daniel chootiye","place:dubai",1
"person:daniel chootiye","place:karachi",1
"person:daniel chootiye","place:pakistan",1
"person:marcus","place:pak",1
"person:chalo","place:india",2
"person:mathew vade","person:stoinis",1
"person:mathew vade","person:vade",1
"person:mathew vade","person:warner",1
"person:stoinis","person:vade",1
"person:vade","person:warner",1
"organization:trans tasman final","other:2015 world cup",1
"organization:trans tasman final","place:new zealand",1
"other:2015 world cup","place:new zealand",1
"organization:afghan","person:shaheen afridi",1
"organization:afghan","place:pakistan",1
"person:abey hasan","place:pakistan",1
"person:pak ballers","person:wade",1
"person:hasan ali","person:shukar alhamdulillah",1
"organization:pakistan team","person:mohammad hafeez",1
"organization:pakistan team","person:wahab riaz",1
"person:mohammad hafeez","person:wahab riaz",1
"other:newzealand the final","place:australia",1
"organization:odi wc","place:new zealand",1
"place:pakistan","place:ramnagar",1
"person:matthew wade","person:seesawing",1
"person:seesawing","person:shaheen afridi",1
"person:seesawing","person:wade",1
"person:matthew wade","place:newzealand",1
"person:beauty wade","person:warner",1
"organization:pakistan","person:captaincy",1
"person:babar","person:captaincy",2
"person:captaincy","person:hassan ali",2
"person:afridi","person:imran khan",1
"person:hasan ali","place:newzealand",1
"person:hassan ali","person:sania mirza",1
"other:world cup","person:rahat ali",1
"place:diwali","place:india",1
"place:diwali","place:lucknow",1
"place:india","place:lucknow",1
"organization:patriots 🇵🇰","place:india",1
"person:hasan ali","person:india🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",1
"organization:champions","organization:team pakistan",1
"person:david bhai","place:pakistan",1
"organization:pakistan","person:padosi",1
"person:padosi","person:wade",1
"person:ajmal","person:pak",1
"person:hasaan ali","person:pak",1
"organization:aussies","organization:black caps",1
"person:hasan ali","person:saheen shah afridi",1
"person:arthur","person:wade shelby",1
"organization:wc","place:new zealand",1
"organization:team australia","person:shaheen afridi",1
"person:aussies","person:🏏by wade",1
"person:aaron finch","person:modi",1
"person:dhoni","person:jija hasan",1
"person:jija hasan","person:stoinis",1
"person:jija hasan","place:australia",1
"organization:csk","person:rcb",1
"organization:csk","place:australia",1
"organization:csk","place:pakistan",1
"person:rcb","place:australia",3
"person:rcb","place:pakistan",2
"person:afridi","place:maharashtra",1
"person:haar","person:jeet",1
"place:india","place:wc19",1
"place:nz","place:wc19",1
"person:hasan ali","person:sarfaraz",1
"person:misbah","person:salting",1
"person:hassan ali","person:rahit ali",1
"organization:eagles","place:australia",1
"place:aus","place:kolkata",1
"place:kolkata","place:pakistan",1
"person:shadab","person:shaheen shah afridi",1
"person:carlos brathwaite","person:mathew wade",1
"person:hasan ali","product:twitter",1
"person:marcus","person:saheen afridi",1
"person:saheen afridi","person:warner",1
"person:hassan ali","person:one",1
"person:hassan ali","person:wayde",2
"person:one","person:wayde",1
"person:stoinis","person:wade🥵",1
"person:dahi wade","place:pakistan",1
"person:ozzies","place:pakistan",2
"person:stoinish","person:wade",2
"person:stoinish","place:abu dhabi",2
"person:stoinish","place:australia",2
"person:stoinish","place:dubai",2
"person:wade","place:abu dhabi",2
"other:eleven","person:babar azam",1
"other:eleven","person:hasan ali",1
"person:msd","place:australia",1
"place:delhi","place:noida",1
"person:shahen shah afridi","person:shahid afridi",1
"person:babar","person:shadab rizwan",1
"person:dil khush","person:wade",1
"organization:austrailia","place:australia",1
"organization:austrailia","place:india",1
"organization:austrailia","place:pakistan",1
"person:dhani","person:usman qadir",1
"person:hasan ali","person:usman qadir",1
"organization:australia","organization:islam",1
"organization:australia","person:christian",1
"organization:islam","organization:pakistan",1
"organization:islam","person:christian",1
"organization:pakistan","person:christian",1
"organization:indians","organization:ipl",1
"person:christians","person:sheikh rashid ji",1
"person:islam","person:sheikh rashid ji",1
"person:pat cummins","place:australia",3
"person:amir","person:babar rizwan",1
"person:amir","person:fakhar",1
"person:amir","person:shadab",1
"person:babar rizwan","person:hassan ali",1
"person:babar rizwan","person:shadab",1
"person:jaan jaan pakistan","place:pakistan",1
"organization:spurs","place:pakistan",1
"person:mohammed amir","person:salman",1
"person:ajit doval ji","person:hasan ali",1
"person:buchered","person:stoinis",1
"person:buchered","person:wade",1
"organization:aussies","person:mike hussey",1
"person:mike hussey","person:warner",3
"person:jimmy nisham","person:matthew wade",1
"person:harshal gibbs","person:hasan ali",1
"person:","person:mitchell",1
"person:muhammad rizwan","person:shadab",1
"person:captaincy","person:imad",1
"person:azam","place:dubai",1
"person:azam","place:harare",1
"person:azam","place:harare airlines",1
"place:dubai","place:harare",1
"place:dubai","place:harare airlines",1
"place:harare","place:harare airlines",1
"person:matthew wade","person:stonis",1
"person:hasan ali🤦🏻","place:australia",1
"place:india","product:whatsapp",1
"person:blank cheque","person:ramiz raja",1
"person:asif","person:haris rauf",1
"person:mike hussy","place:india",1
"person:afridi","person:wade ki hat-trick",1
"organization:team pakistan","person:ausies",1
"other:world cup","person:afridi",1
"organization:new zealand","other:2019 world cup final",1
"other:2015 world cup final","other:2019 world cup final",1
"person:mathew wade","person:t20i batsman",1
"person:afridi","person:rizwan babar",1
"person:rizwan babar","person:shadab",1
"person:ahemdabad","place:lucknow",1
"organization:team green","place:australia",2
"person:kaptaan babar","place:australia",1
"person:hassan","person:marcus stoinis",1
"person:marcus stoinis","person:stoinis",1
"person:mathew wade","person:maza aagya",1
"organization:ipl","person:hasan ali",1
"person:matthew wade","person:porkis",1
"other:2019 world cup","place:india",1
"person:hassan ali","place:pakistan eleven",1
"person:","person:rahul",1
"person:","person:rohit",1
"person:lolistan","place:dubai",1
"person:australian matthew","person:pakistan afridi",1
"person:hassan ali","person:jordan",2
"person:hasan ali","person:sania bhabhi",1
"person:sania bhabhi","person:wade",1
"person:maxi departed","person:stoin",1
"person:maxi departed","person:wade",1
"person:dahani","person:wasim junior",1
"person:dahani","place:australia",1
"person:hassan ali","person:wasim junior",1
"person:wasim junior","place:australia",1
"organization:pcb","person:hasan",1
"organization:pcb","person:shaheen",1
"person:hassan","person:khair",1
"person:wade 🏏","place:australia",1
"person:david warner","place:hyderabad",2
"person:afridi","person:mr wade",1
"person:mr wade","person:pak",1
"person:matthew wade","person:shri",1
"person:meri jaan","person:michel wood",1
"person:michel wood","place:pakistan",1
"person:micheal hussy","place:pakistan",1
"person:wade","product:oz oz oz oz oz oz",1
"organization:yahoo","place:australia",1
"organization:yahoo","place:india",1
"organization:yahoo","place:pakistan",1
"person:mathew wade","person:mitchell",5
"organization:australia australia","organization:pakistan",1
"organization:australia australia","person:shaheen afridi",1
"person:mc pakistani","place:australia",1
"other:tata world cup","place:australia",1
"person:babar azam","person:the virat kohli",1
"person:saheen afridi","place:dubai stadium",1
"organization:punjab","person:wade",1
"person:matthew wade","person:misbah-ul-haq",1
"person:wade","place:newzealand",1
"person:10ers","person:87ers",2
"person:10ers","person:99ers",2
"person:87ers","person:99ers",2
"person:gunn","person:mathew wade",1
"person:babars captaincy","person:hassan ali",1
"other:god","person:matthew wade",1
"person:shahin","person:wade",1
"organization:ban ipl","organization:stonis",1
"organization:league","organization:uae toss",1
"organization:league","person:virat",1
"organization:league","place:india",1
"organization:uae toss","person:virat",1
"organization:uae toss","place:india",1
"organization:aus vs nz","organization:nz",1
"organization:aus vs nz","person:mathew wade",1
"person:hasan ali","person:hasssssssan aliiiiiiiiii",1
"person:rizwan","place:pak",1
"person:sheen","person:wade",1
"person:austrailia","person:hassan ali",2
"organization:sixers","place:australia",1
"organization:west indies","person:hassan ali",1
"person:methew hayden","place:pakistan",1
"person:methew hayden congratulaing austrilian","place:pakistan",1
"person:hasan ali","person:whooof wade",1
"person:superab","place:pakistan",1
"person:hari mirchi","person:wade",1
"organization:tasman","person:carlos braithwaite",1
"organization:tasman","person:hasan ali",1
"person:carlos braithwaite","person:hasan ali",1
"person:carlos braithwaite","person:mathew wade",1
"person:ausies","person:matthew wade",1
"organization:aud","organization:nz",1
"person:afridi","person:m wade",1
"organization:cummins","person:wade",1
"person:shaheen","person:wade hatrick",1
"other:cup world","person:hasan ali",1
"other:cup world","place:pakistan",1
"organization:weldon team pakistan","other:allah",1
"organization:للنصر","person:مازن التويجري",1
"organization:wc","person:babar",1
"organization:wc","person:wade",2
"person:sania mirza","person:shaheen afridi",1
"organization:aussies aussies aussies","person:wade",1
"person:afreedi","person:hasan",1
"person:afreedi","person:wade",1
"person:hasan ali","person:knockout",1
"person:hassan lulli","place:australia",1
"organization:comeback pakistan","person:baber",1
"organization:comeback pakistan","person:imad",1
"person:pakistanis","person:rizwan",4
"organization:pakistani","person:weldon pakistan",1
"person:hasan ali","person:loris karius",1
"person:afridi","person:fakhar zaman",2
"person:matthew wade","person:starc",1
"person:marcus stoinis","product:6s",1
"person:mathew wade","product:6s",1
"place:delhi","place:srinagar",1
"person:hussey","person:wade pakistan",1
"person:ashwin","person:hasan ali",1
"person:bumrah","person:hasan ali",1
"person:afridi","person:matty wade",1
"person:nabi","person:smith",1
"person:ben stokes","place:england",1
"person:ramiz","place:australia",1
"organization:pakistan","person:stonios",1
"person:mathew wade","person:stonios",1
"person:stonios","person:wade",1
"person:stonios","person:warner",1
"organization:fighters","person:unbeatables",1
"organization:fighters","place:pakistan",1
"person:unbeatables","place:pakistan",1
"person:warner","product:ultra edge",2
"organization:welldone australia","person:hasan ali",1
"person:marcus stoinis","person:pak",1
"organization:aussies","place:germany",1
"person:hassan ali","place:germany",1
"place:germany","place:pakistan",1
"person:hassan ali","product:iphone 13",1
"person:matthew wade","person:michael jisse",1
"other:world cup","person:mathe wade",1
"person:mathe wade","place:australia",1
"person:mathe wade","place:pakistan",1
"person:hassan ali kisi","place:pakistan",1
"person:hassan","person:jordan",1
"person:hassan","person:matty wade",1
"person:jordan","person:matty wade",1
"person:jordan","person:shaheen",2
"person:jordan","place:pakistan",4
"person:matty wade","person:shaheen",1
"person:shoaib akhtar","person:waqar",1
"person:ajmal","person:hassan ali",1
"person:hasan ali","person:lefthanders",1
"person:allah","person:hassan ali",2
"person:allah","person:major hassan ali",1
"person:hassan ali","person:major hassan ali",1
"person:major hassan ali","place:india",1
"person:ali hasan","place:australia",1
"person:hafeez","person:soaib malik",1
"person:la wade","place:pakistan",1
"person:ajmal","person:mike hussy",1
"organization:dc","place:australia",1
"organization:trans-tasman","person:matthew wade",1
"organization:trans-tasman","person:shaheen",1
"organization:nz pakistan","place:australia",1
"organization:nz pakistan","place:india",1
"organization:nz pakistan","place:pakistan",1
"organization:worldcup","person:matthew wade",1
"person:randy orton","person:wade",1
"organization:team australia","person:adam zampa",1
"organization:team australia","person:matthew wade",1
"person:adam zampa","person:matthew wade",1
"place:australia","place:pakistani",1
"person:villan saheen afridi","place:pakistan",1
"organization:pak wc","person:mike hussey",1
"organization:pak wc","person:saeed ajmal",1
"organization:pak wc","person:shaheen",1
"organization:pak wc","person:wade",1
"person:mike hussey","person:shaheen",1
"organization:pakistan","person:oz",1
"person:oz","person:stoinis",1
"person:h.ali","person:mathew wade",1
"person:kl","person:shaheen saha afridi",1
"person:rohit","person:shaheen saha afridi",1
"person:shaheen saha afridi","person:virat",1
"person:marcus stones","person:mathew wade",1
"person:shaheen afridi","place:ipl",1
"person:matthew wade","person:queen elizabeth",1
"person:queen elizabeth","place:australia",1
"person:10wickets shaheen","person:hasan ali",1
"person:haasan ali","person:smith",1
"person:haasan ali","person:warner",1
"person:hasaan ali","person:matthew wade",1
"person:amit shah","person:wade",1
"organization:trans tasman","person:hassan ali",1
"organization:trans tasman","person:mathew wade",1
"organization:trans tasman","person:shaheen afridi",1
"person:morattu","place:pakistan",1
"person:ausies","place:gaddafi stadium",1
"organization:aussies","person:matthew haydn",1
"person:matthew haydn","person:matthew wade",1
"person:afridi","person:shahenshah",1
"person:shahenshah","person:wade",1
"person:matty wad","person:opredi",1
"person:hassan ali 🥲","place:australia",1
"person:afridi","person:offridi",1
"organization:england","person:babar",1
"person:porkistani","person:wade",1
"person:porkistani","place:australia",1
"person:anand","person:david werner",1
"person:anand","person:sivan anand",1
"person:david werner","person:sivan anand",1
"person:pak pacers","person:wade",1
"person:boult","person:hasan ali",1
"person:hasan","place:pakistan zindabad",1
"person:jimmy nishan","person:mathew wade",1
"person:hassan ali","person:koi nahi",1
"organization:aus","person:bowler",1
"person:bowler","person:wade",1
"person:bowler","place:australia",1
"person:bowler","place:india",1
"organization:afghanistan","person:asif ali",1
"organization:afghanistan","person:mathew wade",1
"organization:afghanistan","person:shaheen afridi",1
"person:ian bishop","person:mathew wade",3
"person:hassan ali","person:koi nahin",1
"person:mathew hayden","person:mathew wayde",1
"person:pak","place:karachi",1
"person:mark wade","place:australia",1
"person:mark wade","place:pakistan",1
"organization:england","person:neeshams",1
"person:matthew wade","person:neeshams",1
"person:mathew wade","place:lucknow united",1
"organization:visa","place:australia",1
"organization:visa","place:🇵🇰",1
"person:reece","place:australia",1
"person:annan","person:wadera deivamu",1
"place:newzealand","place:zealand",1
"person:hassan ali’s","person:wade",1
"organization:virat and team india","place:australia",1
"person:marcus stonis","person:matthew wade",2
"person:mathew wade🤦🏾","person:shaheen",1
"person:mathew wade🤦🏾","person:shaheen afridi fuller",1
"person:shaheen","person:shaheen afridi fuller",1
"person:wayde","place:australia",1
"person:wayde","place:pakistan",1
"organization:kiwis","person:hassan ali",1
"organization:kiwis","person:mathew wade",1
"organization:aussies","person:darly mitchell",1
"person:darly mitchell","person:matthew wade",1
"person:yehi dar","place:australia",1
"person:matthew wade","person:shahid",1
"person:shahid","place:pakistan",1
"organization:dc","organization:thunderstruck",2
"place:pakistan","place:rajasthan",1
"person:m. amir","person:malik",1
"person:hassan ali","person:muhammad razwan",1
"person:muhammad razwan","place:australia",1
"person:muhammad razwan","place:pakistan",1
"person:islam","person:wade wade",1
"organization:pakistan","person:stonis",1
"organization:aus","organization:wc",1
"organization:wc","person:hassan ali",1
"organization:wc","person:pak",1
"person:hassan","person:watson qf",1
"person:rahat","person:watson qf",1
"person:wade","person:watson qf",1
"person:starc","person:stoinis",2
"person:shaheeen","person:wade",1
"organization:aussies","person:hasan",1
"person:aussie asif ali","person:wade",1
"person:aussie asif ali","place:australia",1
"person:wade wade","place:new zealand",1
"person:hasan ali","person:rohit sharma",1
"person:marc stoinis","person:matt wade",1
"person:matthew wade","person:wade wilson",1
"organization:csk","person:pak",1
"person:aussis","place:nz",1
"person:asif ali","person:stoinins",1
"person:stoinins","person:wade",1
"person:goibibo","person:makemytrip",1
"person:goibibo","person:yatra",1
"person:makemytrip","person:yatra",1
"organization:dc thunderstruck","person:pak",1
"organization:dc thunderstruck","person:wade",1
"person:hassan ali","person:shokha pan",1
"organization:aus","person:malik",1
"person:afridi","person:bha",1
"person:afridi","place:england",1
"person:bha","place:england",1
"person:mathew wade","person:whataa",1
"organization:australian band ac","organization:dc",1
"organization:australian band ac","organization:thunderstruck",1
"organization:australian band ac","person:dj",1
"organization:australian band ac","person:wade",1
"organization:dc","person:dj",1
"organization:thunderstruck","person:dj",1
"organization:thunderstruck","person:wade",1
"person:dj","person:wade",1
"person:matty wade","person:stoinis",1
"person:hat-trick sixes","person:wade",1
"person:ashwin","person:wade",1
"other:allah","person:jay hind",1
"other:god","person:jay hind",1
"person:jay hind","place:india",1
"person:hasan ali","person:unlucky pakistan",1
"person:mathew wade","person:unlucky pakistan",1
"person:mathew","person:wade",2
"person:welplayed hassan","place:australia",1
"person:pappa","person:wade",1
"person:hussy","person:mohalli",1
"person:hussy","person:rizwan",1
"person:hussy","person:shadab",1
"person:mohalli","person:rizwan",1
"person:mohalli","person:shadab",1
"person:bumrah","person:mathew wade",1
"other:game of thrones","person:stoinis",1
"other:game of thrones","person:wade",1
"person:mr.wade","place:pakistan",1
"other:world cup winner","place:nz",1
"person:stoinis","person:wade 50cr ipl",1
"person:douglas marillier","person:shaheen afridi",1
"person:douglas marillier","person:zaheer",1
"person:shaheen afridi","person:zaheer",1
"organization:aus","organization:sf2",1
"organization:nz","organization:sf2",1
"person:nick","place:australia",3
"person:pak","place:newzealand",1
"organization:australia","person:shahin afridi",1
"person:shahin afridi","person:stoinis",1
"organization:pcb","place:uae",1
"organization:aussie","place:australia",1
"person:josh","person:matthew wade",1
"other:remember the name","person:ian bishop",2
"other:remember the name","person:mathew wade",2
"person:babar","person:bowling",1
"person:bowling","person:hasan ali",1
"person:mathew f","person:wade",2
"other:skills and courage","place:australia",1
"organization:world cup","person:matthew wade",1
"organization:world cup","person:warner",1
"person:","person:hulk",1
"person:hulk","person:shaheen",1
"person:matthew wade","person:wade of steel",1
"person:matthew wade","person:shane warne",1
"organization:pak","person:shaheen afridi",1
"person:10wickets shaheen 3wickets","person:hasan ali",1
"place:india","place:wagah",1
"person:3x6","person:afridi",1
"person:3x6","person:wade",1
"person:hasan ali","person:steve smith",2
"person:matthew wade","person:omds",1
"person:jimmy nisham","person:mathew wade",1
"person:hasan ali","person:massive wade",1
"person:david","person:wade",1
"person:david","place:australia",1
"organization:bbl stars","person:marcus stonis",1
"organization:bbl stars","person:matthew wade",1
"person:islam","person:wade",1
"organization:tigers","other:allah",2
"place:indiavspakmatches","place:pakistan",1
